id,title,area,zone,size_sqft,bedrooms,bathrooms,rent_bdt,service_charge_bdt,total_monthly_cost_bdt,price_per_sqft,furnished,parking,lift,cctv,generator,managed_by,verified,source
373,"4 Bed 2730 Sq Ft Furnished Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,2730,4,4,80200,3000.0,83200.0,29.377289377289376,Furnished,True,True,True,True,Bproperty,True,synthetic
374,"4 Bed 1618 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1618,4,4,53700,12000.0,65700.0,33.18912237330037,Unfurnished,True,True,False,True,Bproperty,True,synthetic
375,"5 Bed 1274 Sq Ft Apartment in Khilji Road, Mohammadpur","Khilji Road, Mohammadpur",Mohammadpur,1274,5,5,32900,3000.0,35900.0,25.824175824175825,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
376,"4 Bed 4418 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,4418,4,3,130400,5000.0,135400.0,29.515617926663648,Unfurnished,True,True,True,False,Bproperty,True,synthetic
377,"1 Bed 1162 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,1162,1,1,65900,,65900.0,56.71256454388985,Semi-Furnished,True,True,False,False,Bproperty,True,synthetic
378,"1 Bed 3363 Sq Ft Apartment in Road No 2A, Dhanmondi","Road No 2A, Dhanmondi",Dhanmondi,3363,1,1,133500,,133500.0,39.696699375557536,Unfurnished,False,True,True,False,Bproperty,True,synthetic
379,"2 Bed 1592 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,1592,2,1,36700,3000.0,39700.0,23.05276381909548,Unfurnished,False,False,True,True,Bproperty,True,synthetic
380,"4 Bed 2913 Sq Ft Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,2913,4,4,57500,6000.0,63500.0,19.7391005835908,Unfurnished,True,True,True,False,Bproperty,True,synthetic
381,"5 Bed 1961 Sq Ft Furnished Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,1961,5,5,136900,,136900.0,69.81132075471699,Furnished,False,True,True,False,Bproperty,True,synthetic
382,"4 Bed 2964 Sq Ft Furnished Apartment in Block A, Bashundhara R-A","Block A, Bashundhara R-A",Bashundhara R-A,2964,4,4,155900,,155900.0,52.59784075573549,Furnished,True,True,True,True,Bproperty,True,synthetic
383,"1 Bed 3931 Sq Ft Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,3931,1,1,87100,,87100.0,22.157211905367593,Unfurnished,True,True,True,False,Bproperty,True,synthetic
384,"1 Bed 3133 Sq Ft Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,3133,1,1,117100,6000.0,123100.0,37.376316629428665,Unfurnished,False,True,True,False,Bproperty,True,synthetic
385,"4 Bed 3358 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,3358,4,3,230100,,230100.0,68.52293031566408,Unfurnished,True,True,True,True,Bproperty,True,synthetic
386,"2 Bed 1851 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1851,2,1,40200,9000.0,49200.0,21.71799027552674,Unfurnished,True,True,False,True,Bproperty,True,synthetic
387,"2 Bed 2044 Sq Ft Apartment in Block I, Bashundhara R-A","Block I, Bashundhara R-A",Bashundhara R-A,2044,2,3,100800,,100800.0,49.31506849315068,Unfurnished,True,True,True,True,Bproperty,True,synthetic
388,"5 Bed 3824 Sq Ft Apartment in Central Road, Dhanmondi","Central Road, Dhanmondi",Dhanmondi,3824,5,5,140500,3000.0,143500.0,36.74163179916318,Unfurnished,True,True,True,True,Bproperty,True,synthetic
389,"2 Bed 4402 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,4402,2,1,101500,3000.0,104500.0,23.057701044979556,Unfurnished,True,True,True,True,Bproperty,True,synthetic
390,"3 Bed 1198 Sq Ft Apartment in Central Road, Dhanmondi","Central Road, Dhanmondi",Dhanmondi,1198,3,2,35100,,35100.0,29.29883138564274,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
391,"3 Bed 3417 Sq Ft Furnished Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,3417,3,2,96900,,96900.0,28.35820895522388,Furnished,False,True,True,False,Bproperty,True,synthetic
392,"3 Bed 2863 Sq Ft Furnished Apartment in Block A, Bashundhara R-A","Block A, Bashundhara R-A",Bashundhara R-A,2863,3,4,109800,2000.0,111800.0,38.35137967167307,Furnished,True,True,True,True,Bproperty,True,synthetic
393,"4 Bed 3922 Sq Ft Furnished Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,3922,4,5,120800,3500.0,124300.0,30.800611932687403,Furnished,True,True,True,True,Bproperty,True,synthetic
394,"4 Bed 2745 Sq Ft Apartment in Khilji Road, Mohammadpur","Khilji Road, Mohammadpur",Mohammadpur,2745,4,4,79400,3000.0,82400.0,28.925318761384336,Unfurnished,False,True,True,False,Bproperty,True,synthetic
395,"1 Bed 1951 Sq Ft Furnished Apartment in Sector 10, Uttara","Sector 10, Uttara",Uttara,1951,1,1,58700,7500.0,66200.0,30.0871348026653,Furnished,True,True,True,True,Bproperty,True,synthetic
396,"1 Bed 2510 Sq Ft Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,2510,1,1,112600,,112600.0,44.8605577689243,Unfurnished,True,False,True,False,Bproperty,True,synthetic
397,"1 Bed 3829 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,3829,1,2,107400,,107400.0,28.0490989814573,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
398,"3 Bed 2786 Sq Ft Apartment in Humayun Road, Mohammadpur","Humayun Road, Mohammadpur",Mohammadpur,2786,3,4,88200,3500.0,91700.0,31.65829145728643,Unfurnished,True,True,True,True,Bproperty,True,synthetic
399,"3 Bed 861 Sq Ft Apartment in Road No 2A, Dhanmondi","Road No 2A, Dhanmondi",Dhanmondi,861,3,2,23700,9000.0,32700.0,27.526132404181183,Unfurnished,True,True,False,True,Bproperty,True,synthetic
400,"4 Bed 3401 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,3401,4,3,81200,15000.0,96200.0,23.875330785063216,Unfurnished,True,True,False,False,Bproperty,True,synthetic
401,"2 Bed 2631 Sq Ft Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,2631,2,2,131700,12000.0,143700.0,50.05701254275941,Semi-Furnished,False,False,True,True,Bproperty,True,synthetic
402,"3 Bed 2777 Sq Ft Apartment in Block A, Bashundhara R-A","Block A, Bashundhara R-A",Bashundhara R-A,2777,3,3,132600,,132600.0,47.749369823550595,Unfurnished,True,True,True,True,Bproperty,True,synthetic
403,"1 Bed 2180 Sq Ft Furnished Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,2180,1,1,173500,6000.0,179500.0,79.58715596330275,Furnished,False,True,True,True,Bproperty,True,synthetic
404,"3 Bed 1443 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1443,3,2,47100,,47100.0,32.64033264033264,Unfurnished,True,True,True,True,Bproperty,True,synthetic
405,"3 Bed 1607 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1607,3,3,51700,3000.0,54700.0,32.17174859987554,Unfurnished,True,True,True,True,Bproperty,True,synthetic
406,"2 Bed 3065 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,3065,2,2,89800,3000.0,92800.0,29.298531810766722,Semi-Furnished,True,True,False,False,Bproperty,True,synthetic
407,"5 Bed 4143 Sq Ft Furnished Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,4143,5,5,280500,3000.0,283500.0,67.70456191165822,Furnished,False,True,True,True,Bproperty,True,synthetic
408,"1 Bed 3637 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,3637,1,2,111000,3000.0,114000.0,30.51965905966456,Unfurnished,False,True,True,False,Bproperty,True,synthetic
409,"4 Bed 2792 Sq Ft Furnished Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,2792,4,5,217000,3000.0,220000.0,77.72206303724928,Furnished,True,True,True,False,Bproperty,True,synthetic
410,"3 Bed 2980 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,2980,3,4,61400,12000.0,73400.0,20.604026845637584,Semi-Furnished,False,True,False,False,Bproperty,True,synthetic
411,"5 Bed 2463 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,2463,5,5,52100,,52100.0,21.153065367438085,Unfurnished,True,True,False,True,Bproperty,True,synthetic
412,"2 Bed 916 Sq Ft Furnished Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,916,2,3,34500,3000.0,37500.0,37.66375545851528,Furnished,False,True,True,False,Bproperty,True,synthetic
413,"5 Bed 3522 Sq Ft Furnished Apartment in Humayun Road, Mohammadpur","Humayun Road, Mohammadpur",Mohammadpur,3522,5,5,91400,3500.0,94900.0,25.951164111300397,Furnished,True,True,True,True,Bproperty,True,synthetic
414,"3 Bed 1824 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,1824,3,2,49100,7500.0,56600.0,26.91885964912281,Unfurnished,True,True,True,True,Bproperty,True,synthetic
415,"3 Bed 4440 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,4440,3,4,161400,9000.0,170400.0,36.351351351351354,Unfurnished,True,True,True,False,Bproperty,True,synthetic
416,"5 Bed 2449 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,2449,5,5,69700,3500.0,73200.0,28.460596161698653,Unfurnished,True,True,False,False,Bproperty,True,synthetic
417,"4 Bed 1110 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1110,4,4,33300,5000.0,38300.0,30.0,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
418,"5 Bed 4429 Sq Ft Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,4429,5,4,115500,3000.0,118500.0,26.0781214721156,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
419,"1 Bed 1066 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,1066,1,1,35600,,35600.0,33.39587242026266,Unfurnished,True,False,False,True,Bproperty,True,synthetic
420,"3 Bed 1967 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1967,3,2,66200,7500.0,73700.0,33.65531265887138,Unfurnished,True,True,True,True,Bproperty,True,synthetic
421,"4 Bed 3043 Sq Ft Apartment in Central Road, Dhanmondi","Central Road, Dhanmondi",Dhanmondi,3043,4,4,121200,12000.0,133200.0,39.829116003943476,Semi-Furnished,False,True,True,True,Bproperty,True,synthetic
422,"3 Bed 2625 Sq Ft Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,2625,3,4,99600,3500.0,103100.0,37.94285714285714,Unfurnished,True,True,False,True,Bproperty,True,synthetic
423,"3 Bed 3277 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,3277,3,3,229200,3000.0,232200.0,69.94202014037229,Unfurnished,True,True,True,False,Bproperty,True,synthetic
424,"5 Bed 1890 Sq Ft Apartment in Block I, Bashundhara R-A","Block I, Bashundhara R-A",Bashundhara R-A,1890,5,4,91000,12000.0,103000.0,48.148148148148145,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
425,"3 Bed 1176 Sq Ft Furnished Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,1176,3,4,26700,5000.0,31700.0,22.70408163265306,Furnished,True,True,True,True,Bproperty,True,synthetic
426,"5 Bed 1833 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1833,5,5,50400,,50400.0,27.495908346972175,Unfurnished,True,True,True,False,Bproperty,True,synthetic
427,"5 Bed 1304 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,1304,5,5,85200,,85200.0,65.33742331288343,Semi-Furnished,True,True,False,True,Bproperty,True,synthetic
428,"5 Bed 4051 Sq Ft Apartment in Block I, Bashundhara R-A","Block I, Bashundhara R-A",Bashundhara R-A,4051,5,4,182800,6000.0,188800.0,45.124660577635154,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
429,"5 Bed 1361 Sq Ft Furnished Apartment in Road No 2A, Dhanmondi","Road No 2A, Dhanmondi",Dhanmondi,1361,5,5,36300,12000.0,48300.0,26.671565025716387,Furnished,False,True,True,True,Bproperty,True,synthetic
430,"5 Bed 1359 Sq Ft Apartment in Humayun Road, Mohammadpur","Humayun Road, Mohammadpur",Mohammadpur,1359,5,4,30200,,30200.0,22.22222222222222,Unfurnished,True,True,True,True,Bproperty,True,synthetic
431,"2 Bed 4393 Sq Ft Furnished Apartment in Khilji Road, Mohammadpur","Khilji Road, Mohammadpur",Mohammadpur,4393,2,3,111600,2000.0,113600.0,25.404051900751195,Furnished,True,True,True,False,Bproperty,True,synthetic
432,"2 Bed 2646 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,2646,2,1,68500,,68500.0,25.888133030990176,Unfurnished,True,True,True,True,Bproperty,True,synthetic
433,"1 Bed 3526 Sq Ft Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,3526,1,1,114800,,114800.0,32.55813953488372,Semi-Furnished,True,False,True,True,Bproperty,True,synthetic
434,"4 Bed 1928 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,1928,4,5,113900,9000.0,122900.0,59.07676348547718,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
435,"1 Bed 2720 Sq Ft Apartment in Road No 11, Dhanmondi","Road No 11, Dhanmondi",Dhanmondi,2720,1,2,75300,12000.0,87300.0,27.683823529411764,Unfurnished,True,True,True,False,Bproperty,True,synthetic
436,"3 Bed 1341 Sq Ft Apartment in Block I, Bashundhara R-A","Block I, Bashundhara R-A",Bashundhara R-A,1341,3,2,69700,,69700.0,51.97613721103654,Unfurnished,True,True,True,True,Bproperty,True,synthetic
437,"1 Bed 3466 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,3466,1,1,208900,,208900.0,60.27120600115407,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
438,"5 Bed 1083 Sq Ft Apartment in Block A, Bashundhara R-A","Block A, Bashundhara R-A",Bashundhara R-A,1083,5,4,54700,3000.0,57700.0,50.50784856879039,Semi-Furnished,True,True,False,True,Bproperty,True,synthetic
439,"1 Bed 1315 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,1315,1,2,104400,5000.0,109400.0,79.3916349809886,Semi-Furnished,True,False,True,False,Bproperty,True,synthetic
440,"3 Bed 1289 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1289,3,3,44200,3000.0,47200.0,34.29014740108612,Semi-Furnished,False,True,True,True,Bproperty,True,synthetic
441,"1 Bed 2116 Sq Ft Apartment in Sector 10, Uttara","Sector 10, Uttara",Uttara,2116,1,1,82300,9000.0,91300.0,38.89413988657845,Unfurnished,True,True,False,True,Bproperty,True,synthetic
442,"1 Bed 1324 Sq Ft Apartment in Khilji Road, Mohammadpur","Khilji Road, Mohammadpur",Mohammadpur,1324,1,2,37700,15000.0,52700.0,28.474320241691842,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
443,"1 Bed 3417 Sq Ft Furnished Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,3417,1,2,130500,2000.0,132500.0,38.19139596136962,Furnished,True,True,True,True,Bproperty,True,synthetic
444,"2 Bed 2433 Sq Ft Furnished Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,2433,2,1,91000,5000.0,96000.0,37.402383888203865,Furnished,True,True,True,True,Bproperty,True,synthetic
445,"1 Bed 2297 Sq Ft Apartment in Block A, Bashundhara R-A","Block A, Bashundhara R-A",Bashundhara R-A,2297,1,1,102700,,102700.0,44.710491946016546,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
446,"5 Bed 2834 Sq Ft Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,2834,5,5,88100,5000.0,93100.0,31.08680310515173,Semi-Furnished,False,True,True,False,Bproperty,True,synthetic
447,"3 Bed 1151 Sq Ft Apartment in Block I, Bashundhara R-A","Block I, Bashundhara R-A",Bashundhara R-A,1151,3,4,52200,5000.0,57200.0,45.35186794092094,Unfurnished,True,False,True,True,Bproperty,True,synthetic
448,"1 Bed 991 Sq Ft Apartment in Central Road, Dhanmondi","Central Road, Dhanmondi",Dhanmondi,991,1,1,31900,,31900.0,32.18970736629667,Unfurnished,True,True,True,False,Bproperty,True,synthetic
449,"2 Bed 3660 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,3660,2,3,79200,3500.0,82700.0,21.639344262295083,Unfurnished,True,True,True,False,Bproperty,True,synthetic
450,"5 Bed 3234 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,3234,5,4,116900,,116900.0,36.14718614718615,Unfurnished,True,True,False,False,Bproperty,True,synthetic
451,"1 Bed 2019 Sq Ft Apartment in Sector 10, Uttara","Sector 10, Uttara",Uttara,2019,1,2,65400,2000.0,67400.0,32.39227340267459,Semi-Furnished,True,True,False,True,Bproperty,True,synthetic
452,"4 Bed 1684 Sq Ft Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,1684,4,4,37200,3000.0,40200.0,22.090261282660332,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
453,"4 Bed 2615 Sq Ft Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,2615,4,4,134200,,134200.0,51.31931166347992,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
454,"2 Bed 2843 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,2843,2,3,64100,,64100.0,22.546605698206122,Unfurnished,True,True,True,True,Bproperty,True,synthetic
455,"5 Bed 2302 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,2302,5,5,68400,2000.0,70400.0,29.713292788879237,Semi-Furnished,True,False,True,True,Bproperty,True,synthetic
456,"1 Bed 1105 Sq Ft Furnished Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,1105,1,1,40600,6000.0,46600.0,36.7420814479638,Furnished,False,True,True,False,Bproperty,True,synthetic
457,"3 Bed 3429 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,3429,3,2,85200,,85200.0,24.84689413823272,Unfurnished,False,False,True,False,Bproperty,True,synthetic
458,"2 Bed 2565 Sq Ft Furnished Apartment in Sector 10, Uttara","Sector 10, Uttara",Uttara,2565,2,3,71800,2000.0,73800.0,27.992202729044834,Furnished,False,True,True,False,Bproperty,True,synthetic
459,"1 Bed 4371 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,4371,1,2,111700,,111700.0,25.554792953557538,Unfurnished,True,False,True,True,Bproperty,True,synthetic
460,"2 Bed 3910 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,3910,2,3,111000,,111000.0,28.388746803069054,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
461,"5 Bed 1399 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,1399,5,4,50800,5000.0,55800.0,36.311651179413865,Semi-Furnished,True,True,False,True,Bproperty,True,synthetic
462,"2 Bed 4223 Sq Ft Furnished Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,4223,2,3,108700,5000.0,113700.0,25.73999526403031,Furnished,False,True,True,True,Bproperty,True,synthetic
463,"4 Bed 3760 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,3760,4,5,76400,,76400.0,20.319148936170212,Semi-Furnished,False,True,True,True,Bproperty,True,synthetic
464,"2 Bed 4280 Sq Ft Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,4280,2,3,167600,2000.0,169600.0,39.1588785046729,Semi-Furnished,True,True,False,False,Bproperty,True,synthetic
465,"3 Bed 4494 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,4494,3,2,351700,9000.0,360700.0,78.25990209167779,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
466,"1 Bed 1206 Sq Ft Furnished Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,1206,1,2,49300,12000.0,61300.0,40.87893864013267,Furnished,True,True,True,False,Bproperty,True,synthetic
467,"2 Bed 1604 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,1604,2,3,42300,3500.0,45800.0,26.371571072319203,Semi-Furnished,False,True,True,False,Bproperty,True,synthetic
468,"5 Bed 2022 Sq Ft Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,2022,5,4,71400,9000.0,80400.0,35.311572700296736,Unfurnished,False,True,True,True,Bproperty,True,synthetic
469,"1 Bed 2993 Sq Ft Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,2993,1,2,70600,,70600.0,23.58837287003007,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
470,"4 Bed 2720 Sq Ft Apartment in Central Road, Dhanmondi","Central Road, Dhanmondi",Dhanmondi,2720,4,3,107800,12000.0,119800.0,39.63235294117647,Semi-Furnished,False,True,True,False,Bproperty,True,synthetic
471,"1 Bed 2853 Sq Ft Furnished Apartment in Mirpur Road, New Market","Mirpur Road, New Market",New Market,2853,1,2,88200,3500.0,91700.0,30.914826498422713,Furnished,True,True,True,True,Bproperty,True,synthetic
472,"2 Bed 3342 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,3342,2,1,123000,,123000.0,36.80430879712747,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
473,"3 Bed 2511 Sq Ft Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,2511,3,3,112300,12000.0,124300.0,44.72321784149741,Unfurnished,True,True,True,False,Bproperty,True,synthetic
474,"4 Bed 4258 Sq Ft Furnished Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,4258,4,4,118000,6000.0,124000.0,27.71254109910756,Furnished,False,True,True,True,Bproperty,True,synthetic
475,"3 Bed 1833 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,1833,3,4,51900,,51900.0,28.314238952536826,Semi-Furnished,True,False,False,False,Bproperty,True,synthetic
476,"1 Bed 3813 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,3813,1,1,78400,6000.0,84400.0,20.56123787044322,Unfurnished,True,True,False,True,Bproperty,True,synthetic
477,"5 Bed 3375 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,3375,5,4,236200,,236200.0,69.98518518518519,Unfurnished,True,True,True,True,Bproperty,True,synthetic
478,"5 Bed 4161 Sq Ft Apartment in Sector 12, Uttara","Sector 12, Uttara",Uttara,4161,5,5,126100,,126100.0,30.305215092525835,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
479,"5 Bed 2765 Sq Ft Apartment in Block C, Khilgaon","Block C, Khilgaon",Khilgaon,2765,5,4,73700,15000.0,88700.0,26.654611211573236,Unfurnished,True,True,True,False,Bproperty,True,synthetic
480,"5 Bed 4441 Sq Ft Apartment in Nobodoy Housing Society, Mohammadpur","Nobodoy Housing Society, Mohammadpur",Mohammadpur,4441,5,5,127000,,127000.0,28.597162801170906,Unfurnished,False,True,True,False,Bproperty,True,synthetic
481,"5 Bed 2355 Sq Ft Furnished Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,2355,5,4,103000,,103000.0,43.73673036093418,Furnished,False,True,True,False,Bproperty,True,synthetic
482,"3 Bed 3022 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,3022,3,3,112700,,112700.0,37.29318332230311,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
483,"4 Bed 3622 Sq Ft Apartment in Block C, Bashundhara R-A","Block C, Bashundhara R-A",Bashundhara R-A,3622,4,5,165200,9000.0,174200.0,45.61016013252347,Unfurnished,True,True,True,True,Bproperty,True,synthetic
484,"3 Bed 3877 Sq Ft Apartment in Sector 10, Uttara","Sector 10, Uttara",Uttara,3877,3,4,136500,,136500.0,35.207634769151404,Unfurnished,True,True,True,True,Bproperty,True,synthetic
485,"4 Bed 2556 Sq Ft Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,2556,4,3,67300,,67300.0,26.330203442879498,Unfurnished,True,True,True,True,Bproperty,True,synthetic
486,"3 Bed 3303 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,3303,3,2,251000,15000.0,266000.0,75.99152285800787,Semi-Furnished,True,False,False,False,Bproperty,True,synthetic
487,"2 Bed 3684 Sq Ft Apartment in Gulshan 2, Gulshan","Gulshan 2, Gulshan",Gulshan 2,3684,2,1,278600,7500.0,286100.0,75.6243213897937,Semi-Furnished,False,True,False,True,Bproperty,True,synthetic
488,"1 Bed 1756 Sq Ft Apartment in Sector 11, Uttara","Sector 11, Uttara",Uttara,1756,1,2,61100,15000.0,76100.0,34.79498861047836,Unfurnished,True,False,True,True,Bproperty,True,synthetic
489,"5 Bed 900 Sq Ft Apartment in Road No 2A, Dhanmondi","Road No 2A, Dhanmondi",Dhanmondi,900,5,5,29800,3000.0,32800.0,33.111111111111114,Unfurnished,True,True,False,True,Bproperty,True,synthetic
490,"4 Bed 3187 Sq Ft Apartment in Nobodoy Housing Society, Mohammadpur","Nobodoy Housing Society, Mohammadpur",Mohammadpur,3187,4,3,82200,,82200.0,25.792281142139945,Unfurnished,True,True,True,True,Bproperty,True,synthetic
491,"4 Bed 3920 Sq Ft Apartment in PC Culture Housing, Mohammadpur","PC Culture Housing, Mohammadpur",Mohammadpur,3920,4,5,104900,2000.0,106900.0,26.760204081632654,Semi-Furnished,True,True,True,True,Bproperty,True,synthetic
492,"1 Bed 4268 Sq Ft Apartment in Block A, Bashundhara R-A","Block A, Bashundhara R-A",Bashundhara R-A,4268,1,1,177100,,177100.0,41.49484536082474,Unfurnished,True,True,True,False,Bproperty,True,synthetic
493,"4 Bed 3886 Sq Ft Furnished Apartment in Kalachandpur Main Road, Nadda","Kalachandpur Main Road, Nadda",Nadda,3886,4,5,123000,6000.0,129000.0,31.652084405558416,Furnished,True,True,True,True,Bproperty,True,synthetic
494,"2 Bed 2980 Sq Ft Apartment in Block I, Bashundhara R-A","Block I, Bashundhara R-A",Bashundhara R-A,2980,2,1,148500,12000.0,160500.0,49.83221476510067,Semi-Furnished,True,True,True,False,Bproperty,True,synthetic
495,"5 Bed 1751 Sq Ft Apartment in Khilji Road, Mohammadpur","Khilji Road, Mohammadpur",Mohammadpur,1751,5,5,39700,7500.0,47200.0,22.672758423757852,Unfurnished,True,True,False,True,Bproperty,True,synthetic
